query_id,query_text
271177682_caption_01,A car splashes through mud and leaves on the forest floor.
271177682_caption_02,Large SUV driving through a large puddle in the forest.
271177682_caption_03,A large van drives down a counry road in the fall.
271177682_caption_04,SUV splashing muddy water in a forest.
2713382349_caption_00,On the ocean side a girl is jogging in yellow pants and a boy riding his bicycle.
2713382349_caption_01,"A car is parked and behind it, a woman is walking next to a man on a bike."
2713382349_caption_02,"An old car with faded paint and a license plate that reads, VHJ-969."
2713382349_caption_03,A car with warn paint is parked in front of water.
2713382349_caption_04,People are getting exercise for the day.
2715498311_caption_00,A boy in a black shirt riding his bike with a baby as a little girl stands in the background with her bike.
2715498311_caption_01,"Young man with a black shirt on, riding a blue bike with a baby sitting in front of him."
2715498311_caption_02,A young man tries to balance a toddler on the front of his purple bike.
2715498311_caption_03,A man rides a purple bike with a small child.
2715498311_caption_04,A man biking with a baby.
2717373229_caption_00,"Two people, with buildings behind them, are standing near a blue car with two doors open."
2717373229_caption_01,People checking out a car with all its doors open in a parking lot in the city.
2717373229_caption_02,A light blue car stopped outside with all its doors open.
2717373229_caption_03,People in a city gathered around a blue station wagon.
2717373229_caption_04,A silver car with all of its doors open.
2722957422_caption_00,The school bus is unloading children near the parked cars.
2722957422_caption_01,Small children are getting off a school bus.
2722957422_caption_02,Parked cars with a school bus behind them.
2722957422_caption_03,Kids getting off a yellow school bus.
2722957422_caption_04,The children are getting off the bus.
2728096551_caption_00,Two people enjoying a kiss on a large vehicle with the windows down.
2728096551_caption_01,A man and a woman are seen kissing near an open window.
2728096551_caption_02,Two people kissing as seen through a train window.
2728096551_caption_03,A man and woman kiss in a train window.
2728096551_caption_04,A man and woman kiss on a train.
2736819867_caption_00,"A woman with her back to the camera, and another young woman facing a street full of cars, standing next to a Mercedes."
2736819867_caption_01,A woman in her pink strip shirt waits at the street crossing for traffic to stop.
2736819867_caption_02,A woman wearing a striped shirt stands in front of a Mercedes.
2736819867_caption_03,A woman stands on the curb next to a busy street.
2736819867_caption_04,"Lady in strip shirt, waiting to cross street."
2736884820_caption_00,A heavyset man running a Pro-Saw concrete saw with a piece of white construction equipment in the background.
2736884820_caption_01,A construction worker uses a piece of electric machinery.
2736884820_caption_02,Construction worker cutting concrete with a pro-saw.
2736884820_caption_03,A man is using a pro-saw to fix the street.
2736884820_caption_04,A man doing construction work.
2737609659_caption_00,"In rural outdoors, blond woman sits on roof of yellow BMW vehicle, two people inside."
2737609659_caption_01,Two people drive a Jeep while a lady sits on the top of it.
2737609659_caption_02,A girl wearing camouflage pants sits on top of a Hummer.
2737609659_caption_03,A four wheel drive vehicle is driving on a dirt track.
2737609659_caption_04,Girl on roof of jeep being driven down road
2744600462_caption_00,Cyclists competing in a race are coming around a bend in the road.
2744600462_caption_01,A cyclist donning blue and white is leading a pack of cyclists.
2744600462_caption_02,A large column of bicyclists is cycling down a road.
2744600462_caption_03,A pack of bicycle road racers lean through a curve.
2744600462_caption_04,A pack of bicyclists taking a turn during a race.
274917606_caption_00,A man is sitting in the back of his delivery truck with a giant umbrella that says New Amsterdam.
274917606_caption_01,"An African American man is leaning against a truck with a parasol that says ""New Amsterdam."""
274917606_caption_02,A man sitting on the back of a truck underneath an umbrella.
274917606_caption_03,Man taking a break under a umbrella leaning against truck.
274917606_caption_04,A man sitting under an umbrella.
2751694538_caption_00,The boy is sitting in the lap of the car's driver and helping to steer.
2751694538_caption_01,A young boy sits on the lap of a man behind the wheel of a vehicle.
2751694538_caption_02,A man sits with a little boy in the drivers seat of a jeep.
2751694538_caption_03,A man holds a child on his lap while driving a truck.
2751694538_caption_04,A man and boy sit in the driver seat.
2755952680_caption_00,Someone on a bike is performing an aerial trick while other bikers watch.
2755952680_caption_01,A cyclist is performing a jump whilst other cyclists stand by and watch.
2755952680_caption_02,The trick bicyclist gets airborne off the ramp.
2755952680_caption_03,A bicyclist jumping with his bike in midair
2755952680_caption_04,A guy is doing a trick on a bike.
275909509_caption_00,Red shirted worker climbs ladder to peer into a container perched on a forklift.
275909509_caption_01,A man in a red shirt works on a machine on top of a metal ladder.
275909509_caption_02,A man is on a ladder looking inside a machine.
275909509_caption_03,A man on a tall ladder is repairing a machine.
275909509_caption_04,This man is working in the refinery.
2759652248_caption_00,A snowboarder is lunging of a ramp at a sponsored contest with many spectators watching.
2759652248_caption_01,A snowboarder in a striped sweatshirt flies off a snowy ramp as a crowd watches.
2759652248_caption_02,Snowboarder in a striped shirt going off a ramp in front of a crowd.
2759652248_caption_03,A man is snowboarding at an organized event.
2759652248_caption_04,A snowboarder uses a ramp to grind a rail.
2764178773_caption_00,A man is performing an aerial jump on a bicycle in front of a mountain covered with pine trees.
2764178773_caption_01,A person is holding onto a bicycle in the air with his body in flight position.
2764178773_caption_02,A bike rider is doing a stunt on a bicycle over a forest.
2764178773_caption_03,A man is attempting a stunt with a bicycle.
2764178773_caption_04,A man doing a bicycle trick.
2765029348_caption_00,A man is doing a back flip off a ramp on a mountain bike in the wild.
2765029348_caption_01,A man is doing a back flip whilst attempting a jump on a bicycle.
2765029348_caption_02,A man performs a back flip on his bmx bicycle.
2765029348_caption_03,A man does a flip trick on his bicycle.
2765029348_caption_04,A bikers flips upside down.
2767276277_caption_00,"Here is a picture of an Asian woman riding a scooter, another girl riding a bicycle, and people walking on the streets."
2767276277_caption_01,People are walking on the street and 2 people are riding 2 wheeled transportation.
2767276277_caption_02,Two women are riding motorized bicycles through a street.
